sole	caldo
mela	gialla
piccione	verde
stella	verde
sale	sottile
zucchero	amaro
arma	perdente
pelle	sensibile
brezza	notturna
romanzo	giallo
caverna	buia
zucchero	dolce
pomodoro	rancido
alghe	fossili
fumo	pulito
orso	tropicale
uova	stantie
cavallo	razionale
specchio	muto
ferita	otturata
sorriso	divertito
brezza	diurna
casco	beige
stella	rossa
denaro	facile
inverno	lungo
orso	sazio
limone	blu
folla	rinsavita
sale	grosso
ferita	aperta
torre	medievale
poltrona	piena
formaggio	fresco
pianeta	blu
alghe	marine
persona	aperta
sedia	elettrica
arma	vincente
stazione	centrale
sorriso	depresso
orso	affamato
latte	diviso
automobile	agonistica
bottiglia	verde
erba	secca
scatola	magica
fumo	nero
cenere	gialla
vedova	nera
cane	fedele
arancia	salata
ghiaccio	snello
uva	bianca
arma	nera
sorriso	diabolico
denaro	sporco
mela	nera
cavallo	pazzo
soldato	complesso
gallina	giovane
melanzana	gialla
pera	corta
gufo	parlante
bistecca	bassa
fiamma	pigra
gallina	vecchia
peperone	giallo
torre	moderna
mela	rossa
scuola	materna
bottiglia	ocra
quercia	stretta
latte	paterno
letto	caldo
avvocato	difensore
pianeta	rosso
animale	adolescente
peperone	rosso
oca	bianca
investigatore	pubblico
bandiera	bianca
barba	lunga
albicocca	secca
gufo	muto
pecora	nera
inverno	lento
pomodoro	fresco
animale	adulto
carota	grassa
braccio	inerme
segretaria	privata
cuore	logico
fiamma	viva
lago	maggiore
scatola	fatata
vedova	bianca
uniforme	militare
limone	giallo
cuore	matto
arma	bianca
ferro	caldo
sole	freddo
notte	superficiale
cane	infido
bacio	passionale
uva	marrone
limone	rosso
formaggio	fiacco
letto	temperato
famiglia	semplice
stazione	laterale
denaro	difficile
soldato	semplice
albicocca	viola
braccio	armato
avvocato	attaccante
erba	rossa
notte	opaca
banana	rosa
latte	materno
elefante	europeo
melanzana	viola
elefante	africano
fragola	fresca
scuola	paterna
sedia	analogica
peperone	ocra
bacio	distaccato
uova	fresche
braccio	calmo
orso	polare
fragola	rancida
principe	azzurro
poltrona	vuota
cuore	aperto
cuore	solitario
automobile	sportiva
cuore	affollato
peperone	cremisi
